,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
542,601766.SH,20210104,5.27,5.3,5.24,5.28,5.31,-0.03,-0.565,787490.75,415072.17
541,601766.SH,20210105,5.25,5.7,5.25,5.35,5.28,0.07,1.3258,2868949.15,1570792.004
540,601766.SH,20210106,5.44,5.89,5.41,5.89,5.35,0.54,10.0935,3463654.99,1977954.009
539,601766.SH,20210107,6.01,6.36,5.84,6.14,5.89,0.25,4.2445,6043382.93,3688554.157
538,601766.SH,20210108,5.98,6.03,5.86,5.89,6.14,-0.25,-4.0717,2766080.51,1641548.851
537,601766.SH,20210111,5.9,6.33,5.81,6.14,5.89,0.25,4.2445,3930887.71,2426000.262
536,601766.SH,20210112,6.16,6.45,6.12,6.31,6.14,0.17,2.7687,3300925.91,2093548.995
535,601766.SH,20210113,6.23,6.94,6.22,6.94,6.31,0.63,9.9842,7304637.53,4925530.752
534,601766.SH,20210114,7.0,7.63,6.87,7.63,6.94,0.69,9.9424,7922106.75,5888225.122
533,601766.SH,20210115,7.8,7.8,6.94,7.14,7.63,-0.49,-6.422,8904252.01,6543605.283
532,601766.SH,20210118,6.96,7.44,6.95,7.28,7.14,0.14,1.9608,5341187.8,3848919.663
531,601766.SH,20210119,7.18,7.35,6.75,6.78,7.28,-0.5,-6.8681,5096581.84,3569247.423
530,601766.SH,20210120,6.79,7.11,6.63,6.87,6.78,0.09,1.3274,4235828.37,2911913.18
529,601766.SH,20210121,6.82,7.02,6.65,6.94,6.87,0.07,1.0189,3856219.22,2630981.256
528,601766.SH,20210122,6.88,6.88,6.53,6.56,6.94,-0.38,-5.4755,3461191.22,2306939.185
527,601766.SH,20210125,6.62,6.75,6.45,6.58,6.56,0.02,0.3049,2701754.05,1778889.652
526,601766.SH,20210126,6.51,6.59,6.36,6.55,6.58,-0.03,-0.4559,2306221.25,1493689.754
525,601766.SH,20210127,6.51,6.93,6.46,6.76,6.55,0.21,3.2061,3590382.0,2427030.223
524,601766.SH,20210128,6.64,6.65,6.45,6.49,6.76,-0.27,-3.9941,2026279.54,1326607.56
523,601766.SH,20210129,6.53,6.56,6.15,6.25,6.49,-0.24,-3.698,2164371.77,1364246.131
522,601766.SH,20210201,6.2,6.3,6.12,6.23,6.25,-0.02,-0.32,1324846.57,823842.501
