,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
542,600986.SH,20210104,4.3,4.33,4.26,4.32,4.29,0.03,0.6993,152636.42,65591.185
541,600986.SH,20210105,4.31,4.32,4.2,4.24,4.32,-0.08,-1.8519,170354.15,72404.261
540,600986.SH,20210106,4.22,4.23,4.11,4.14,4.24,-0.1,-2.3585,140774.64,58525.157
539,600986.SH,20210107,4.35,4.55,4.34,4.38,4.14,0.24,5.7971,604418.61,269781.373
538,600986.SH,20210108,4.29,4.53,4.18,4.42,4.38,0.04,0.9132,420734.37,184202.724
537,600986.SH,20210111,4.3,4.69,4.3,4.59,4.42,0.17,3.8462,501713.17,227284.509
536,600986.SH,20210112,4.55,4.55,4.42,4.47,4.59,-0.12,-2.6144,303971.82,136064.634
535,600986.SH,20210113,4.49,4.49,4.26,4.34,4.47,-0.13,-2.9083,232665.0,100850.929
534,600986.SH,20210114,4.33,4.49,4.17,4.45,4.34,0.11,2.5346,283671.4,122964.261
533,600986.SH,20210115,4.42,4.48,4.33,4.33,4.45,-0.12,-2.6966,192566.17,84669.277
532,600986.SH,20210118,4.3,4.42,4.27,4.41,4.33,0.08,1.8476,180679.13,78977.591
531,600986.SH,20210119,4.4,4.44,4.37,4.41,4.41,0.0,0.0,153421.94,67537.144
530,600986.SH,20210120,4.41,4.42,4.34,4.34,4.41,-0.07,-1.5873,126060.35,55116.804
529,600986.SH,20210121,4.33,4.39,4.29,4.3,4.34,-0.04,-0.9217,144640.35,62675.057
528,600986.SH,20210122,4.33,4.33,4.16,4.17,4.3,-0.13,-3.0233,185981.56,78169.231
527,600986.SH,20210125,4.16,4.16,4.03,4.05,4.17,-0.12,-2.8777,159950.52,65309.456
526,600986.SH,20210126,4.04,4.12,4.03,4.07,4.05,0.02,0.4938,88794.11,36246.298
525,600986.SH,20210127,4.05,4.25,4.04,4.2,4.07,0.13,3.1941,148902.63,62024.409
524,600986.SH,20210128,4.15,4.25,4.13,4.14,4.2,-0.06,-1.4286,100724.06,42042.914
523,600986.SH,20210129,4.13,4.16,3.94,3.95,4.14,-0.19,-4.5894,167393.34,67474.38
522,600986.SH,20210201,4.0,4.08,3.96,4.01,3.95,0.06,1.519,92904.52,37280.396
521,600986.SH,20210202,4.01,4.04,3.93,3.93,4.01,-0.08,-1.995,111980.07,44494.944
520,600986.SH,20210203,3.92,3.93,3.81,3.84,3.93,-0.09,-2.2901,134038.85,51680.481
519,600986.SH,20210204,3.85,3.85,3.65,3.71,3.84,-0.13,-3.3854,137445.35,51269.918
518,600986.SH,20210205,3.71,3.83,3.65,3.65,3.71,-0.06,-1.6173,94040.55,35015.211
517,600986.SH,20210208,3.69,3.75,3.64,3.67,3.65,0.02,0.5479,66739.14,24596.832
516,600986.SH,20210209,3.67,3.78,3.67,3.77,3.67,0.1,2.7248,94261.15,35157.259
515,600986.SH,20210210,3.77,3.84,3.75,3.79,3.77,0.02,0.5305,84579.37,32029.387
514,600986.SH,20210218,3.9,3.96,3.87,3.95,3.79,0.16,4.2216,177676.62,69568.79
513,600986.SH,20210219,3.91,4.01,3.88,4.0,3.95,0.05,1.2658,183188.9,72418.082
512,600986.SH,20210222,4.0,4.21,3.98,4.12,4.0,0.12,3.0,297195.5,122615.223
511,600986.SH,20210223,4.11,4.15,4.01,4.02,4.12,-0.1,-2.4272,155898.89,63440.267
510,600986.SH,20210224,4.04,4.11,3.98,4.05,4.02,0.03,0.7463,122424.89,49579.947
