,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
542,600050.SH,20210104,4.28,4.38,4.28,4.33,4.46,-0.13,-2.9148,3084051.72,1331107.796
541,600050.SH,20210105,4.28,4.53,4.23,4.29,4.33,-0.04,-0.9238,5103491.03,2234459.231
540,600050.SH,20210106,4.34,4.45,4.32,4.39,4.29,0.1,2.331,3341235.92,1464793.669
539,600050.SH,20210107,4.3,4.35,4.26,4.28,4.39,-0.11,-2.5057,2540993.26,1091171.607
538,600050.SH,20210108,4.23,4.36,4.19,4.3,4.28,0.02,0.4673,2294954.52,982789.495
537,600050.SH,20210111,4.34,4.46,4.31,4.39,4.3,0.09,2.093,2791238.17,1222994.096
536,600050.SH,20210112,4.36,4.45,4.34,4.45,4.39,0.06,1.3667,1991037.66,875957.411
535,600050.SH,20210113,4.43,4.68,4.43,4.63,4.45,0.18,4.0449,4080112.56,1867773.873
534,600050.SH,20210114,4.59,4.75,4.57,4.67,4.63,0.04,0.8639,3169564.3,1482474.241
533,600050.SH,20210115,4.65,4.71,4.57,4.63,4.67,-0.04,-0.8565,2085697.46,964461.769
532,600050.SH,20210118,4.62,4.66,4.58,4.59,4.63,-0.04,-0.8639,1686157.54,777474.56
531,600050.SH,20210119,4.59,4.65,4.52,4.54,4.59,-0.05,-1.0893,1551450.43,710151.174
530,600050.SH,20210120,4.54,4.56,4.42,4.46,4.54,-0.08,-1.7621,2011751.67,901976.53
529,600050.SH,20210121,4.48,4.49,4.41,4.43,4.46,-0.03,-0.6726,1639230.37,726768.875
528,600050.SH,20210122,4.41,4.42,4.32,4.34,4.43,-0.09,-2.0316,1524913.85,662822.941
527,600050.SH,20210125,4.33,4.33,4.27,4.28,4.34,-0.06,-1.3825,1230286.69,527990.088
526,600050.SH,20210126,4.25,4.37,4.24,4.35,4.28,0.07,1.6355,1346919.66,580856.786
525,600050.SH,20210127,4.33,4.37,4.27,4.32,4.35,-0.03,-0.6897,939228.93,406167.814
524,600050.SH,20210128,4.29,4.3,4.21,4.24,4.32,-0.08,-1.8519,1067763.21,454394.054
523,600050.SH,20210129,4.24,4.26,4.18,4.19,4.24,-0.05,-1.1792,894951.01,376566.783
522,600050.SH,20210201,4.19,4.22,4.14,4.18,4.19,-0.01,-0.2387,750078.84,313054.431
521,600050.SH,20210202,4.18,4.24,4.16,4.19,4.18,0.01,0.2392,674862.98,283540.414
520,600050.SH,20210203,4.19,4.2,4.12,4.13,4.19,-0.06,-1.432,810768.31,335753.632
519,600050.SH,20210204,4.11,4.12,4.01,4.03,4.13,-0.1,-2.4213,1055873.88,426731.984
518,600050.SH,20210205,4.03,4.06,4.01,4.03,4.03,0.0,0.0,629443.25,253877.178
